6118,2
x,y
5,482
5,481
5,480
5,479
5,478
5,477
5,476
5,475
5,474
5,473
5,472
5,471
5,470
5,469
5,468
5,467
5,466
5,465
5,464
5,463
5,462
5,461
5,460
6,482
6,481
6,480
6,479
6,478
6,477
6,476
6,475
6,474
6,473
6,472
6,471
6,470
6,469
6,468
6,467
6,466
6,465
6,464
6,463
6,462
6,461
6,460
7,482
7,481
7,480
7,479
7,478
7,477
7,476
7,475
7,474
7,473
7,472
7,471
7,470
7,469
7,468
7,467
7,466
7,465
7,464
7,463
7,462
7,461
7,460
8,490
8,489
8,488
8,487
8,486
8,485
8,484
8,483
8,482
8,481
8,480
8,479
8,478
8,477
8,476
8,475
8,474
8,473
8,472
8,471
8,470
8,469
8,468
8,467
8,466
8,465
8,464
8,463
8,462
8,461
8,460
8,459
8,458
8,457
8,456
9,490
9,489
9,488
9,487
9,486
9,485
9,484
9,483
9,482
9,481
9,480
9,479
9,478
9,477
9,476
9,475
9,474
9,473
9,472
9,471
9,470
9,469
9,468
9,467
9,466
9,465
9,464
9,463
9,462
9,461
9,460
9,459
9,458
9,457
9,456
10,490
10,489
10,488
10,487
10,486
10,485
10,484
10,483
10,482
10,481
10,480
10,479
10,478
10,477
10,476
10,475
10,474
10,473
10,472
10,471
10,470
10,469
10,468
10,467
10,466
10,465
10,464
10,463
10,462
10,461
10,460
10,459
10,458
10,457
10,456
11,490
11,489
11,488
11,487
11,486
11,485
11,484
11,483
11,482
11,481
11,480
11,479
11,478
11,477
11,476
11,475
11,474
11,473
11,472
11,471
11,470
11,469
11,468
11,467
11,466
11,465
11,464
11,463
11,462
11,461
11,460
11,459
11,458
11,457
11,456
12,494
12,493
12,492
12,491
12,490
12,489
12,488
12,487
12,486
12,485
12,484
12,483
12,482
12,481
12,480
12,479
12,478
12,477
12,476
12,475
12,474
12,473
12,472
12,471
12,470
12,469
12,468
12,467
12,466
12,465
12,464
12,463
12,462
12,461
12,460
12,459
12,458
12,457
12,456
13,494
13,493
13,492
13,491
13,490
13,489
13,488
13,487
13,486
13,485
13,484
13,483
13,482
13,481
13,480
13,479
13,478
13,477
13,476
13,475
13,474
13,473
13,472
13,471
13,470
13,469
13,468
13,467
13,466
13,465
13,464
13,463
13,462
13,461
13,460
13,459
13,458
13,457
13,456
14,494
14,493
14,492
14,491
14,490
14,489
14,488
14,487
14,486
14,485
14,484
14,483
14,482
14,481
14,480
14,479
14,478
14,477
14,476
14,475
14,474
14,473
14,472
14,471
14,470
14,469
14,468
14,467
14,466
14,465
14,464
14,463
14,462
14,461
14,460
14,459
14,458
14,457
14,456
15,494
15,493
15,492
15,491
15,490
15,489
15,488
15,487
15,486
15,485
15,484
15,483
15,482
15,481
15,480
15,479
15,478
15,477
15,476
15,475
15,474
15,473
15,472
15,471
15,470
15,469
15,468
15,467
15,466
15,465
15,464
15,463
15,462
15,461
15,460
15,459
15,458
15,457
15,456
16,494
16,493
16,492
16,491
16,490
16,489
16,488
16,487
16,486
16,485
16,484
16,483
16,482
16,481
16,480
16,479
16,478
16,477
16,476
16,475
16,474
16,473
16,472
16,471
16,470
16,469
16,468
16,467
16,466
16,465
16,464
16,463
16,462
16,461
16,460
16,459
16,458
16,457
16,456
17,494
17,493
17,492
17,491
17,490
17,489
17,488
17,487
17,486
17,485
17,484
17,483
17,482
17,481
17,480
17,479
17,478
17,477
17,476
17,475
17,474
17,473
17,472
17,471
17,470
17,469
17,468
17,467
17,466
17,465
17,464
17,463
17,462
17,461
17,460
17,459
17,458
17,457
17,456
18,494
18,493
18,492
18,491
18,490
18,489
18,488
18,487
18,486
18,485
18,484
18,483
18,482
18,481
18,480
18,479
18,478
18,477
18,476
18,475
18,474
18,473
18,472
18,471
18,470
18,469
18,468
18,467
18,466
18,465
18,464
18,463
18,462
18,461
18,460
18,459
18,458
18,457
18,456
19,494
19,493
19,492
19,491
19,490
19,489
19,488
19,487
19,486
19,485
19,484
19,483
19,482
19,481
19,480
19,479
19,478
19,477
19,476
19,475
19,474
19,473
19,472
19,471
19,470
19,469
19,468
19,467
19,466
19,465
19,464
19,463
19,462
19,461
19,460
19,459
19,458
19,457
19,456
20,494
20,493
20,492
20,491
20,490
20,489
20,488
20,487
20,486
20,485
20,484
20,483
20,482
20,481
20,480
20,479
20,478
20,477
20,476
20,475
20,474
